Comb_ID Panel_genes
OLI001
OLI002	ENSG00000106991,ENSG00000204217,ENSG00000169599,ENSG00000104835,ENSG00000164736,ENSG00000141646,ENSG00000133657,ENSG00000170365,ENSG00000240583,ENSG00000006071,ENSG00000130037,ENSG00000141668,ENSG00000128829,ENSG00000105974,ENSG00000138696,ENSG00000139567,ENSG00000120693,ENSG00000128052,ENSG00000263761,ENSG00000121075,ENSG00000171303
OLI007	
OLI008	ENSG00000109062,ENSG00000171365,ENSG00000118972,ENSG00000104205,ENSG00000103876,ENSG00000152592,ENSG00000077782,ENSG00000162551,ENSG00000177706,ENSG00000111012,ENSG00000102174,ENSG00000131183,ENSG00000198569,ENSG00000160868,ENSG00000197594,ENSG00000122126,ENSG00000186104,ENSG00000111424
OLI009	ENSG00000107201,ENSG00000007062,ENSG00000116688,ENSG00000144028,ENSG00000124479,ENSG00000113971,ENSG00000130561,ENSG00000136425,ENSG00000107165,ENSG00000223953,ENSG00000034971,ENSG00000102104,ENSG00000114349,ENSG00000139053,ENSG00000103494,ENSG00000168778,ENSG00000030582,ENSG00000079841,ENSG00000122126,ENSG00000143514,ENSG00000042781,ENSG00000129221,ENSG00000179774,ENSG00000198691,ENSG00000135541,ENSG00000105618,ENSG00000135338,ENSG00000125378,ENSG00000048545,ENSG00000107736,ENSG00000092200,ENSG00000101850,ENSG00000169379,ENSG00000148604,ENSG00000138061,ENSG00000181004,ENSG00000174804,ENSG00000131238,ENSG00000140522,ENSG00000101161,ENSG00000144061,ENSG00000163795,ENSG00000116127,ENSG00000065154,ENSG00000188937,ENSG00000164199,ENSG00000277399,ENSG00000117682,ENSG00000188107,ENSG00000168263,ENSG00000102001,ENSG00000119509,ENSG00000133256,ENSG00000162769,ENSG00000136944,ENSG00000173226,ENSG00000166813,ENSG00000167434,ENSG00000148704,ENSG00000174483,ENSG00000139219,ENSG00000138686,ENSG00000131697,ENSG00000166340,ENSG00000074621,ENSG00000113262,ENSG00000198732,ENSG00000132518,ENSG00000112041,ENSG00000186326,ENSG00000106477,ENSG00000119681,ENSG00000142303,ENSG00000091622,ENSG00000182372,ENSG00000100997,ENSG00000188467,ENSG00000173976,ENSG00000174705,ENSG00000188419,ENSG00000164073,ENSG00000118402,ENSG00000062038,ENSG00000197579,ENSG00000108370,ENSG00000186790,ENSG00000134376,ENSG00000004961,ENSG00000111837,ENSG00000165588,ENSG00000106348,ENSG00000278570,ENSG00000046651,ENSG00000144191,ENSG00000140463,ENSG00000164953,ENSG00000162337,ENSG00000150275,ENSG00000109103,ENSG00000225950,ENSG00000164093,ENSG00000104237,ENSG00000107859,ENSG00000145476,ENSG00000243335,ENSG00000102218,ENSG00000112599,ENSG00000113966,ENSG00000185527,ENSG00000143951,ENSG00000125863,ENSG00000112357,ENSG00000106025,ENSG00000128973,ENSG00000133812,ENSG00000181449,ENSG00000149489,ENSG00000198570,ENSG00000140470,ENSG00000138823,ENSG00000115474,ENSG00000170289,ENSG00000119401,ENSG00000170264,ENSG00000134987,ENSG00000095464,ENSG00000153208,ENSG00000152661,ENSG00000163818,ENSG00000135929,ENSG00000005339,ENSG00000204248,ENSG00000137474,ENSG00000184937,ENSG00000119977,ENSG00000042317,ENSG00000164610,ENSG00000135437,ENSG00000112619,ENSG00000102805,ENSG00000122550,ENSG00000121207,ENSG00000117360,ENSG00000164175,ENSG00000198707,ENSG00000105392,ENSG00000198836,ENSG00000049089,ENSG00000011143,ENSG00000102935,ENSG00000146926,ENSG00000158158,ENSG00000134183,ENSG00000101365,ENSG00000115267,ENSG00000048342,ENSG00000123240,ENSG00000054282,ENSG00000164946,ENSG00000123607,ENSG00000168615,ENSG00000006611,ENSG00000126953,ENSG00000150893,ENSG00000155974,ENSG00000122507,ENSG00000148655,ENSG00000139988,ENSG00000138759,ENSG00000095397,ENSG00000182040,ENSG00000175544,ENSG00000070729,ENSG00000109501,ENSG00000081148,ENSG00000214140,ENSG00000165533,ENSG00000116745,ENSG00000115380,ENSG00000112280,ENSG00000265203,ENSG00000054598,ENSG00000100234,ENSG00000167995,ENSG00000188452,ENSG00000132915,ENSG00000187140,ENSG00000125124,ENSG00000148600,ENSG00000155755,ENSG00000119614,ENSG00000179941,ENSG00000129535,ENSG00000159363,ENSG00000104044,ENSG00000196189,ENSG00000182957,ENSG00000187498,ENSG00000127472,ENSG00000077498,ENSG00000060718,ENSG00000107537,ENSG00000174231,ENSG00000204852,ENSG00000171202,ENSG00000007372,ENSG00000183337,ENSG00000163646,ENSG00000163914,ENSG00000187676,ENSG00000151062,ENSG00000186765,ENSG00000187049,ENSG00000120156,ENSG00000163093,ENSG00000137868,ENSG00000198515,ENSG00000134160,ENSG00000186862,ENSG00000235718,ENSG00000038427,ENSG00000125741,ENSG00000160111,ENSG00000117984,ENSG00000138207,ENSG00000183423,ENSG00000188603,ENSG00000156313
OLI010	ENSG00000107201,ENSG00000007062,ENSG00000116688,ENSG00000144028,ENSG00000124479,ENSG00000113971,ENSG00000130561,ENSG00000136425,ENSG00000107165,ENSG00000223953,ENSG00000034971,ENSG00000102104,ENSG00000114349,ENSG00000139053,ENSG00000103494,ENSG00000168778,ENSG00000030582,ENSG00000079841,ENSG00000122126,ENSG00000143514,ENSG00000042781,ENSG00000129221,ENSG00000179774,ENSG00000198691,ENSG00000135541,ENSG00000105618,ENSG00000135338,ENSG00000125378,ENSG00000048545,ENSG00000107736,ENSG00000092200,ENSG00000101850,ENSG00000169379,ENSG00000148604,ENSG00000138061,ENSG00000181004,ENSG00000174804,ENSG00000131238,ENSG00000140522,ENSG00000101161,ENSG00000144061,ENSG00000163795,ENSG00000116127,ENSG00000065154,ENSG00000188937,ENSG00000164199,ENSG00000277399,ENSG00000117682,ENSG00000188107,ENSG00000168263,ENSG00000102001,ENSG00000119509,ENSG00000133256,ENSG00000162769,ENSG00000136944,ENSG00000173226,ENSG00000166813,ENSG00000167434,ENSG00000148704,ENSG00000174483,ENSG00000139219,ENSG00000138686,ENSG00000131697,ENSG00000166340,ENSG00000074621,ENSG00000113262,ENSG00000198732,ENSG00000132518,ENSG00000112041,ENSG00000186326,ENSG00000106477,ENSG00000119681,ENSG00000142303,ENSG00000091622,ENSG00000182372,ENSG00000100997,ENSG00000188467,ENSG00000173976,ENSG00000174705,ENSG00000188419,ENSG00000164073,ENSG00000118402,ENSG00000062038,ENSG00000197579,ENSG00000108370,ENSG00000186790,ENSG00000134376,ENSG00000004961,ENSG00000111837,ENSG00000165588,ENSG00000106348,ENSG00000278570,ENSG00000046651,ENSG00000144191,ENSG00000140463,ENSG00000164953,ENSG00000162337,ENSG00000150275,ENSG00000109103,ENSG00000225950,ENSG00000164093,ENSG00000104237,ENSG00000107859,ENSG00000145476,ENSG00000243335,ENSG00000102218,ENSG00000112599,ENSG00000113966,ENSG00000185527,ENSG00000143951,ENSG00000125863,ENSG00000112357,ENSG00000106025,ENSG00000128973,ENSG00000133812,ENSG00000181449,ENSG00000149489,ENSG00000198570,ENSG00000140470,ENSG00000138823,ENSG00000115474,ENSG00000170289,ENSG00000119401,ENSG00000170264,ENSG00000134987,ENSG00000095464,ENSG00000153208,ENSG00000152661,ENSG00000163818,ENSG00000135929,ENSG00000005339,ENSG00000204248,ENSG00000137474,ENSG00000184937,ENSG00000119977,ENSG00000042317,ENSG00000164610,ENSG00000135437,ENSG00000112619,ENSG00000102805,ENSG00000122550,ENSG00000121207,ENSG00000117360,ENSG00000164175,ENSG00000198707,ENSG00000105392,ENSG00000198836,ENSG00000049089,ENSG00000011143,ENSG00000102935,ENSG00000146926,ENSG00000158158,ENSG00000134183,ENSG00000101365,ENSG00000115267,ENSG00000048342,ENSG00000123240,ENSG00000054282,ENSG00000164946,ENSG00000123607,ENSG00000168615,ENSG00000006611,ENSG00000126953,ENSG00000150893,ENSG00000155974,ENSG00000122507,ENSG00000148655,ENSG00000139988,ENSG00000138759,ENSG00000095397,ENSG00000182040,ENSG00000175544,ENSG00000070729,ENSG00000109501,ENSG00000081148,ENSG00000214140,ENSG00000165533,ENSG00000116745,ENSG00000115380,ENSG00000112280,ENSG00000265203,ENSG00000054598,ENSG00000100234,ENSG00000167995,ENSG00000188452,ENSG00000132915,ENSG00000187140,ENSG00000125124,ENSG00000148600,ENSG00000155755,ENSG00000119614,ENSG00000179941,ENSG00000129535,ENSG00000159363,ENSG00000104044,ENSG00000196189,ENSG00000182957,ENSG00000187498,ENSG00000127472,ENSG00000077498,ENSG00000060718,ENSG00000107537,ENSG00000174231,ENSG00000204852,ENSG00000171202,ENSG00000007372,ENSG00000183337,ENSG00000163646,ENSG00000163914,ENSG00000187676,ENSG00000151062,ENSG00000186765,ENSG00000187049,ENSG00000120156,ENSG00000163093,ENSG00000137868,ENSG00000198515,ENSG00000134160,ENSG00000186862,ENSG00000235718,ENSG00000038427,ENSG00000125741,ENSG00000160111,ENSG00000117984,ENSG00000138207,ENSG00000183423,ENSG00000188603,ENSG00000156313
OLI011	ENSG00000107201,ENSG00000007062,ENSG00000116688,ENSG00000144028,ENSG00000124479,ENSG00000113971,ENSG00000130561,ENSG00000136425,ENSG00000107165,ENSG00000223953,ENSG00000034971,ENSG00000102104,ENSG00000114349,ENSG00000139053,ENSG00000103494,ENSG00000168778,ENSG00000030582,ENSG00000079841,ENSG00000122126,ENSG00000143514,ENSG00000042781,ENSG00000129221,ENSG00000179774,ENSG00000198691,ENSG00000135541,ENSG00000105618,ENSG00000135338,ENSG00000125378,ENSG00000048545,ENSG00000107736,ENSG00000092200,ENSG00000101850,ENSG00000169379,ENSG00000148604,ENSG00000138061,ENSG00000181004,ENSG00000174804,ENSG00000131238,ENSG00000140522,ENSG00000101161,ENSG00000144061,ENSG00000163795,ENSG00000116127,ENSG00000065154,ENSG00000188937,ENSG00000164199,ENSG00000277399,ENSG00000117682,ENSG00000188107,ENSG00000168263,ENSG00000102001,ENSG00000119509,ENSG00000133256,ENSG00000162769,ENSG00000136944,ENSG00000173226,ENSG00000166813,ENSG00000167434,ENSG00000148704,ENSG00000174483,ENSG00000139219,ENSG00000138686,ENSG00000131697,ENSG00000166340,ENSG00000074621,ENSG00000113262,ENSG00000198732,ENSG00000132518,ENSG00000112041,ENSG00000186326,ENSG00000106477,ENSG00000119681,ENSG00000142303,ENSG00000091622,ENSG00000182372,ENSG00000100997,ENSG00000188467,ENSG00000173976,ENSG00000174705,ENSG00000188419,ENSG00000164073,ENSG00000118402,ENSG00000062038,ENSG00000197579,ENSG00000108370,ENSG00000186790,ENSG00000134376,ENSG00000004961,ENSG00000111837,ENSG00000165588,ENSG00000106348,ENSG00000278570,ENSG00000046651,ENSG00000144191,ENSG00000140463,ENSG00000164953,ENSG00000162337,ENSG00000150275,ENSG00000109103,ENSG00000225950,ENSG00000164093,ENSG00000104237,ENSG00000107859,ENSG00000145476,ENSG00000243335,ENSG00000102218,ENSG00000112599,ENSG00000113966,ENSG00000185527,ENSG00000143951,ENSG00000125863,ENSG00000112357,ENSG00000106025,ENSG00000128973,ENSG00000133812,ENSG00000181449,ENSG00000149489,ENSG00000198570,ENSG00000140470,ENSG00000138823,ENSG00000115474,ENSG00000170289,ENSG00000119401,ENSG00000170264,ENSG00000134987,ENSG00000095464,ENSG00000153208,ENSG00000152661,ENSG00000163818,ENSG00000135929,ENSG00000005339,ENSG00000204248,ENSG00000137474,ENSG00000184937,ENSG00000119977,ENSG00000042317,ENSG00000164610,ENSG00000135437,ENSG00000112619,ENSG00000102805,ENSG00000122550,ENSG00000121207,ENSG00000117360,ENSG00000164175,ENSG00000198707,ENSG00000105392,ENSG00000198836,ENSG00000049089,ENSG00000011143,ENSG00000102935,ENSG00000146926,ENSG00000158158,ENSG00000134183,ENSG00000101365,ENSG00000115267,ENSG00000048342,ENSG00000123240,ENSG00000054282,ENSG00000164946,ENSG00000123607,ENSG00000168615,ENSG00000006611,ENSG00000126953,ENSG00000150893,ENSG00000155974,ENSG00000122507,ENSG00000148655,ENSG00000139988,ENSG00000138759,ENSG00000095397,ENSG00000182040,ENSG00000175544,ENSG00000070729,ENSG00000109501,ENSG00000081148,ENSG00000214140,ENSG00000165533,ENSG00000116745,ENSG00000115380,ENSG00000112280,ENSG00000265203,ENSG00000054598,ENSG00000100234,ENSG00000167995,ENSG00000188452,ENSG00000132915,ENSG00000187140,ENSG00000125124,ENSG00000148600,ENSG00000155755,ENSG00000119614,ENSG00000179941,ENSG00000129535,ENSG00000159363,ENSG00000104044,ENSG00000196189,ENSG00000182957,ENSG00000187498,ENSG00000127472,ENSG00000077498,ENSG00000060718,ENSG00000107537,ENSG00000174231,ENSG00000204852,ENSG00000171202,ENSG00000007372,ENSG00000183337,ENSG00000163646,ENSG00000163914,ENSG00000187676,ENSG00000151062,ENSG00000186765,ENSG00000187049,ENSG00000120156,ENSG00000163093,ENSG00000137868,ENSG00000198515,ENSG00000134160,ENSG00000186862,ENSG00000235718,ENSG00000038427,ENSG00000125741,ENSG00000160111,ENSG00000117984,ENSG00000138207,ENSG00000183423,ENSG00000188603,ENSG00000156313
OLI012	ENSG00000107201,ENSG00000007062,ENSG00000116688,ENSG00000144028,ENSG00000124479,ENSG00000113971,ENSG00000130561,ENSG00000136425,ENSG00000107165,ENSG00000223953,ENSG00000034971,ENSG00000102104,ENSG00000114349,ENSG00000139053,ENSG00000103494,ENSG00000168778,ENSG00000030582,ENSG00000079841,ENSG00000122126,ENSG00000143514,ENSG00000042781,ENSG00000129221,ENSG00000179774,ENSG00000198691,ENSG00000135541,ENSG00000105618,ENSG00000135338,ENSG00000125378,ENSG00000048545,ENSG00000107736,ENSG00000092200,ENSG00000101850,ENSG00000169379,ENSG00000148604,ENSG00000138061,ENSG00000181004,ENSG00000174804,ENSG00000131238,ENSG00000140522,ENSG00000101161,ENSG00000144061,ENSG00000163795,ENSG00000116127,ENSG00000065154,ENSG00000188937,ENSG00000164199,ENSG00000277399,ENSG00000117682,ENSG00000188107,ENSG00000168263,ENSG00000102001,ENSG00000119509,ENSG00000133256,ENSG00000162769,ENSG00000136944,ENSG00000173226,ENSG00000166813,ENSG00000167434,ENSG00000148704,ENSG00000174483,ENSG00000139219,ENSG00000138686,ENSG00000131697,ENSG00000166340,ENSG00000074621,ENSG00000113262,ENSG00000198732,ENSG00000132518,ENSG00000112041,ENSG00000186326,ENSG00000106477,ENSG00000119681,ENSG00000142303,ENSG00000091622,ENSG00000182372,ENSG00000100997,ENSG00000188467,ENSG00000173976,ENSG00000174705,ENSG00000188419,ENSG00000164073,ENSG00000118402,ENSG00000062038,ENSG00000197579,ENSG00000108370,ENSG00000186790,ENSG00000134376,ENSG00000004961,ENSG00000111837,ENSG00000165588,ENSG00000106348,ENSG00000278570,ENSG00000046651,ENSG00000144191,ENSG00000140463,ENSG00000164953,ENSG00000162337,ENSG00000150275,ENSG00000109103,ENSG00000225950,ENSG00000164093,ENSG00000104237,ENSG00000107859,ENSG00000145476,ENSG00000243335,ENSG00000102218,ENSG00000112599,ENSG00000113966,ENSG00000185527,ENSG00000143951,ENSG00000125863,ENSG00000112357,ENSG00000106025,ENSG00000128973,ENSG00000133812,ENSG00000181449,ENSG00000149489,ENSG00000198570,ENSG00000140470,ENSG00000138823,ENSG00000115474,ENSG00000170289,ENSG00000119401,ENSG00000170264,ENSG00000134987,ENSG00000095464,ENSG00000153208,ENSG00000152661,ENSG00000163818,ENSG00000135929,ENSG00000005339,ENSG00000204248,ENSG00000137474,ENSG00000184937,ENSG00000119977,ENSG00000042317,ENSG00000164610,ENSG00000135437,ENSG00000112619,ENSG00000102805,ENSG00000122550,ENSG00000121207,ENSG00000117360,ENSG00000164175,ENSG00000198707,ENSG00000105392,ENSG00000198836,ENSG00000049089,ENSG00000011143,ENSG00000102935,ENSG00000146926,ENSG00000158158,ENSG00000134183,ENSG00000101365,ENSG00000115267,ENSG00000048342,ENSG00000123240,ENSG00000054282,ENSG00000164946,ENSG00000123607,ENSG00000168615,ENSG00000006611,ENSG00000126953,ENSG00000150893,ENSG00000155974,ENSG00000122507,ENSG00000148655,ENSG00000139988,ENSG00000138759,ENSG00000095397,ENSG00000182040,ENSG00000175544,ENSG00000070729,ENSG00000109501,ENSG00000081148,ENSG00000214140,ENSG00000165533,ENSG00000116745,ENSG00000115380,ENSG00000112280,ENSG00000265203,ENSG00000054598,ENSG00000100234,ENSG00000167995,ENSG00000188452,ENSG00000132915,ENSG00000187140,ENSG00000125124,ENSG00000148600,ENSG00000155755,ENSG00000119614,ENSG00000179941,ENSG00000129535,ENSG00000159363,ENSG00000104044,ENSG00000196189,ENSG00000182957,ENSG00000187498,ENSG00000127472,ENSG00000077498,ENSG00000060718,ENSG00000107537,ENSG00000174231,ENSG00000204852,ENSG00000171202,ENSG00000007372,ENSG00000183337,ENSG00000163646,ENSG00000163914,ENSG00000187676,ENSG00000151062,ENSG00000186765,ENSG00000187049,ENSG00000120156,ENSG00000163093,ENSG00000137868,ENSG00000198515,ENSG00000134160,ENSG00000186862,ENSG00000235718,ENSG00000038427,ENSG00000125741,ENSG00000160111,ENSG00000117984,ENSG00000138207,ENSG00000183423,ENSG00000188603,ENSG00000156313
OLI013	ENSG00000124479,ENSG00000155719,ENSG00000116661,ENSG00000189280,ENSG00000197879,ENSG00000111199,ENSG00000168081,ENSG00000161513,ENSG00000147224,ENSG00000185483,ENSG00000172238,ENSG00000179855,ENSG00000105929,ENSG00000091536,ENSG00000140009,ENSG00000103942,ENSG00000116039,ENSG00000116127,ENSG00000105991,ENSG00000171763,ENSG00000167210,ENSG00000145375,ENSG00000181585,ENSG00000166963,ENSG00000177189,ENSG00000147416,ENSG00000145734,ENSG00000145103,ENSG00000119139,ENSG00000186895,ENSG00000142347,ENSG00000100997,ENSG00000102172,ENSG00000211448,ENSG00000142168,ENSG00000140199,ENSG00000049130,ENSG00000120733,ENSG00000157087,ENSG00000032742,ENSG00000103222,ENSG00000176058,ENSG00000140538,ENSG00000088836,ENSG00000165588,ENSG00000140463,ENSG00000033867,ENSG00000172680,ENSG00000091482,ENSG00000188910,ENSG00000116266,ENSG00000099810,ENSG00000178568,ENSG00000134899,ENSG00000101849,ENSG00000145354,ENSG00000011376,ENSG00000115966,ENSG00000101384,ENSG00000198947,ENSG00000204248,ENSG00000075275,ENSG00000177697,ENSG00000115317,ENSG00000215203,ENSG00000221823,ENSG00000125492,ENSG00000105928,ENSG00000125879,ENSG00000120756,ENSG00000160284,ENSG00000160460,ENSG00000188816,ENSG00000159842,ENSG00000204103,ENSG00000162711,ENSG00000092969,ENSG00000166682,ENSG00000137513,ENSG00000054598,ENSG00000162738,ENSG00000105976,ENSG00000172819,ENSG00000065320,ENSG00000197565,ENSG00000188428,ENSG00000103051,ENSG00000165474,ENSG00000128918,ENSG00000101115,ENSG00000070814,ENSG00000119508,ENSG00000127554,ENSG00000138035,ENSG00000163794,ENSG00000104884,ENSG00000162761,ENSG00000211459,ENSG00000122335,ENSG00000187147,ENSG00000120149,ENSG00000074201,ENSG00000145715,ENSG00000100146,ENSG00000107165,ENSG00000242866,ENSG00000042781,ENSG00000115155,ENSG00000125378,ENSG00000064835,ENSG00000100106,ENSG00000077782,ENSG00000113504,ENSG00000084207,ENSG00000135903,ENSG00000196767,ENSG00000185630,ENSG00000077092,ENSG00000112855,ENSG00000175894,ENSG00000163161,ENSG00000184154,ENSG00000163982,ENSG00000196586,ENSG00000177045,ENSG00000084110,ENSG00000188162,ENSG00000187098,ENSG00000156709,ENSG00000188153,ENSG00000106571,ENSG00000163235,ENSG00000143013,ENSG00000136160,ENSG00000104290,ENSG00000170734,ENSG00000166402,ENSG00000171453,ENSG00000139304,ENSG00000204580,ENSG00000179104,ENSG00000148053,ENSG00000164093,ENSG00000210151,ENSG00000011198,ENSG00000148459,ENSG00000121742,ENSG00000157404,ENSG00000136936,ENSG00000170323,ENSG00000180900,ENSG00000149573,ENSG00000081052,ENSG00000115525,ENSG00000181392,ENSG00000124151,ENSG00000104093,ENSG00000132471,ENSG00000179520,ENSG00000209082,ENSG00000171885,ENSG00000181965,ENSG00000137474,ENSG00000103126,ENSG00000107187,ENSG00000130703,ENSG00000137693,ENSG00000229833,ENSG00000104164,ENSG00000100345,ENSG00000018625,ENSG00000116132,ENSG00000053918,ENSG00000152904,ENSG00000107404,ENSG00000162882,ENSG00000148019,ENSG00000126953,ENSG00000095397,ENSG00000125398,ENSG00000204311,ENSG00000100473,ENSG00000112280,ENSG00000102174,ENSG00000164930,ENSG00000171316,ENSG00000019549,ENSG00000104154,ENSG00000277656,ENSG00000169814,ENSG00000091137,ENSG00000060718,ENSG00000162992,ENSG00000109099,ENSG00000166224,ENSG00000106367,ENSG00000164761,ENSG00000196569,ENSG00000166866,ENSG00000186184,ENSG00000101276,ENSG00000156313,ENSG00000166165,ENSG00000169359,ENSG00000013297,ENSG00000081923,ENSG00000124205,ENSG00000151491,ENSG00000165409,ENSG00000139734,ENSG00000121957,ENSG00000160183,ENSG00000113273,ENSG00000109917,ENSG00000107736,ENSG00000184047,ENSG00000154767,ENSG00000169031,ENSG00000133835,ENSG00000119715,ENSG00000170615,ENSG00000078269,ENSG00000081479,ENSG00000182580,ENSG00000135535,ENSG00000196408,ENSG00000164199,ENSG00000126001,ENSG00000041982,ENSG00000166862,ENSG00000064651,ENSG00000174483,ENSG00000175325,ENSG00000026103,ENSG00000182771,ENSG00000079215,ENSG00000164305,ENSG00000213937,ENSG00000176697,ENSG00000184009,ENSG00000150275,ENSG00000169562,ENSG00000105357,ENSG00000175745,ENSG00000132591,ENSG00000169184,ENSG00000184916,ENSG00000174343,ENSG00000115204,ENSG00000115844,ENSG00000167157,ENSG00000117479,ENSG00000133422,ENSG00000077943,ENSG00000012061,ENSG00000233276,ENSG00000198836,ENSG00000145725,ENSG00000049089,ENSG00000162399,ENSG00000107485,ENSG00000167800,ENSG00000159261,ENSG00000197921,ENSG00000106003,ENSG00000124570,ENSG00000182040,ENSG00000157388,ENSG00000111276,ENSG00000152591,ENSG00000112320,ENSG00000137710,ENSG00000184564,ENSG00000055732,ENSG00000166833,ENSG00000137273,ENSG00000213892,ENSG00000066468,ENSG00000168505,ENSG00000162676,ENSG00000197406,ENSG00000090686,ENSG00000119865,ENSG00000177807,ENSG00000182263,ENSG00000152939,ENSG00000163646,ENSG00000184058,ENSG00000186716,ENSG00000199158,ENSG00000154928,ENSG00000062822,ENSG00000130816,ENSG00000115507,ENSG00000177106,ENSG00000136425,ENSG00000127241,ENSG00000267534,ENSG00000196712,ENSG00000114315,ENSG00000141449,ENSG00000197753,ENSG00000126778,ENSG00000118526,ENSG00000077097,ENSG00000204928,ENSG00000145284,ENSG00000188620,ENSG00000133424,ENSG00000164061,ENSG00000104413,ENSG00000111913,ENSG00000074582,ENSG00000204386,ENSG00000112655,ENSG00000106080,ENSG00000109927,ENSG00000091010,ENSG00000152492,ENSG00000161202,ENSG00000168269,ENSG00000139219,ENSG00000169919,ENSG00000136158,ENSG00000075891,ENSG00000068078,ENSG00000017427,ENSG00000095777,ENSG00000117013,ENSG00000165995,ENSG00000134184,ENSG00000164742,ENSG00000175595,ENSG00000112319,ENSG00000204370,ENSG00000133216,ENSG00000174099,ENSG00000079335,ENSG00000185803,ENSG00000166762,ENSG00000004975,ENSG00000180509,ENSG00000115459,ENSG00000133710,ENSG00000104313,ENSG00000125863,ENSG00000167791,ENSG00000181449,ENSG00000074771,ENSG00000079134,ENSG00000249581,ENSG00000103316,ENSG00000183018,ENSG00000090020,ENSG00000075624,ENSG00000152661,ENSG00000065000,ENSG00000115956,ENSG00000253117,ENSG00000187848,ENSG00000139263,ENSG00000168993,ENSG00000105880,ENSG00000162065,ENSG00000165091,ENSG00000083307,ENSG00000006611,ENSG00000131759,ENSG00000103449,ENSG00000109501,ENSG00000120094,ENSG00000148400,ENSG00000019991,ENSG00000187017,ENSG00000126351,ENSG00000185652,ENSG00000176165,ENSG00000134574,ENSG00000165899,ENSG00000125656,ENSG00000120868,ENSG00000185825,ENSG00000112782,ENSG00000151090,ENSG00000156113,ENSG00000165617,ENSG00000011405,ENSG00000198246,ENSG00000138760,ENSG00000189433,ENSG00000092758,ENSG00000105996,ENSG00000131504,ENSG00000100416,ENSG00000157766,ENSG00000186862,ENSG00000129355,ENSG00000181291
OLI014	
OLI015	ENSG00000109062,ENSG00000143324,ENSG00000102316,ENSG00000143839,ENSG00000103876,ENSG00000113790,ENSG00000036828,ENSG00000146021,ENSG00000111262,ENSG00000104835,ENSG00000166828,ENSG00000131183,ENSG00000184908,ENSG00000163581,ENSG00000019186,ENSG00000167580,ENSG00000118777,ENSG00000122126,ENSG00000042753,ENSG00000171365,ENSG00000004939,ENSG00000151445,ENSG00000087460,ENSG00000163399,ENSG00000126562,ENSG00000166415,ENSG00000113946,ENSG00000151623,ENSG00000074803,ENSG00000169344,ENSG00000137731,ENSG00000036257,ENSG00000198569,ENSG00000177807,ENSG00000184056,ENSG00000040531,ENSG00000060237,ENSG00000070915,ENSG00000088256,ENSG00000138798,ENSG00000162399,ENSG00000105929,ENSG00000168447,ENSG00000119121,ENSG00000080493,ENSG00000134873,ENSG00000101076,ENSG00000164007,ENSG00000171766,ENSG00000126895,ENSG00000151704,ENSG00000116039,ENSG00000111319,ENSG00000104267,ENSG00000197891,ENSG00000058262,ENSG00000168269,ENSG00000275410,ENSG00000153822,ENSG00000109667,ENSG00000140675,ENSG00000186510
OLI016	ENSG00000101596,ENSG00000157184,ENSG00000144647,ENSG00000143318,ENSG00000167323,ENSG00000132429,ENSG00000181027,ENSG00000102119,ENSG00000159921,ENSG00000092054,ENSG00000165917,ENSG00000160789,ENSG00000009830,ENSG00000112276,ENSG00000183091,ENSG00000109846,ENSG00000168538,ENSG00000114480,ENSG00000185900,ENSG00000005893,ENSG00000172062,ENSG00000175084,ENSG00000173540,ENSG00000143549,ENSG00000135636,ENSG00000111799,ENSG00000163069,ENSG00000102144,ENSG00000142173,ENSG00000155657,ENSG00000007314,ENSG00000182533,ENSG00000130595,ENSG00000135902,ENSG00000105993,ENSG00000179085,ENSG00000173991,ENSG00000196218,ENSG00000171298,ENSG00000163389,ENSG00000105357,ENSG00000140521,ENSG00000198467,ENSG00000162430,ENSG00000206561,ENSG00000142156,ENSG00000178209,ENSG00000171100,ENSG00000143632,ENSG00000260596,ENSG00000106692,ENSG00000177666,ENSG00000085998,ENSG00000108823,ENSG00000119401,ENSG00000079805,ENSG00000064419,ENSG00000198947,ENSG00000276045,ENSG00000054654,ENSG00000152556,ENSG00000171714,ENSG00000151929,ENSG00000121931,ENSG00000121350,ENSG00000068976,ENSG00000102683,ENSG00000143337,ENSG00000162688,ENSG00000120729,ENSG00000130714,ENSG00000170624,ENSG00000163359,ENSG00000067177,ENSG00000160131,ENSG00000280987,ENSG00000072163,ENSG00000165280,ENSG00000196296,ENSG00000198380,ENSG00000188037,ENSG00000092529,ENSG00000152795,ENSG00000128591,ENSG00000131018,ENSG00000134324,ENSG00000163754,ENSG00000196569,ENSG00000072778,ENSG00000175920,ENSG00000171503,ENSG00000077522,ENSG00000022267,ENSG00000173402
